id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces
158,Resort Hotel,124,2017,January,4,27,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0
159,City Hotel,1,2016,October,43,18,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,154.5,0
160,Resort Hotel,112,2015,December,53,30,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,237.33,0
161,Resort Hotel,89,2015,September,37,6,4,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,99.18,0
162,City Hotel,62,2017,January,3,20,1,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,97.2,0
163,Resort Hotel,7,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0
164,Resort Hotel,14,2016,August,35,22,1,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,245.1,0
165,City Hotel,117,2017,May,19,8,1,0,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Group,108.0,0
166,City Hotel,207,2016,May,19,4,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0
167,Resort Hotel,0,2017,June,23,10,2,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,3,No Deposit,,,0,Transient,167.0,1
168,City Hotel,38,2017,June,23,6,0,3,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,121.0,0
169,City Hotel,21,2017,May,20,18,3,8,1,0.0,0,BB,AUS,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,110.0,0
170,City Hotel,174,2017,April,16,21,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,117.0,0
171,Resort Hotel,0,2016,April,15,4,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,2,No Deposit,,,0,Transient,101.0,1
172,City Hotel,489,2016,November,46,10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0
173,Resort Hotel,0,2015,July,30,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,134.0,0
174,City Hotel,150,2017,June,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0
175,City Hotel,256,2016,June,25,15,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0
176,Resort Hotel,6,2016,March,14,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,178.0,0,Transient-Party,42.0,0
177,City Hotel,165,2017,May,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,225.0,0
178,Resort Hotel,0,2017,July,30,27,1,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient-Party,245.0,0
179,City Hotel,0,2017,January,5,30,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,216.0,0,Transient,93.0,0
180,City Hotel,186,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0
181,Resort Hotel,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68.0,,0,Transient,81.0,0
182,City Hotel,1,2016,March,14,28,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0
183,City Hotel,183,2017,May,20,19,2,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.5,0
184,City Hotel,0,2015,December,52,24,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,62.8,0
185,City Hotel,240,2017,July,27,7,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.3,0
186,City Hotel,283,2016,October,43,16,2,0,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0
187,City Hotel,2,2017,April,17,25,0,3,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,215.0,0
188,Resort Hotel,1,2016,February,6,2,0,5,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,6.0,,0,Transient,25.0,0
189,City Hotel,75,2017,March,10,11,2,1,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0
190,Resort Hotel,32,2016,September,38,12,1,1,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,131.0,0
191,City Hotel,330,2016,June,23,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
192,Resort Hotel,16,2017,August,33,15,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,,0,Transient,209.0,0
193,City Hotel,72,2016,April,14,2,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,96.3,0
194,Resort Hotel,238,2016,September,39,22,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,107.0,1
195,City Hotel,205,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0
196,City Hotel,188,2016,June,25,15,0,2,1,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0
197,City Hotel,51,2016,November,47,15,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,79.2,0
198,City Hotel,391,2016,August,32,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
199,City Hotel,22,2016,November,47,17,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.0,0
200,City Hotel,35,2017,March,12,25,2,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.33,0
201,City Hotel,0,2017,March,10,8,0,1,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,152.0,,0,Transient,64.95,0
202,Resort Hotel,7,2016,October,43,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,E,0,No Deposit,,270.0,0,Transient,42.0,0
203,City Hotel,25,2016,September,40,26,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0
204,City Hotel,44,2016,February,8,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,3,Transient,75.0,0
205,Resort Hotel,12,2017,June,25,24,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,172.0,0
206,Resort Hotel,132,2017,May,20,18,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,40.95,0
207,City Hotel,156,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0
208,City Hotel,142,2017,August,34,24,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,150.0,0
209,City Hotel,15,2017,January,3,21,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.0,0
210,City Hotel,28,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0
211,Resort Hotel,0,2016,April,17,18,1,2,2,0.0,0,BB,ARG,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,77.0,1
212,Resort Hotel,1,2017,March,10,9,0,1,3,1.0,0,BB,ESP,Direct,Direct,0,0,0,H,I,0,No Deposit,,,0,Transient,122.0,1
213,City Hotel,2,2017,August,33,18,0,2,3,0.0,0,BB,TUR,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,229.0,0
214,City Hotel,1,2016,February,7,10,0,3,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,86.0,0
215,Resort Hotel,0,2015,October,44,26,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,39.0,0
216,City Hotel,330,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
217,Resort Hotel,193,2016,August,34,20,4,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,122.4,0
218,City Hotel,4,2016,February,9,23,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,1.0,0
219,City Hotel,8,2017,May,18,2,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,160.0,0
220,City Hotel,0,2016,December,51,14,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.6,0
221,City Hotel,318,2015,August,36,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0
222,City Hotel,148,2017,February,8,24,2,2,0,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,91.6,0
223,City Hotel,48,2017,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0
224,City Hotel,0,2017,February,6,6,1,3,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,74.8,0
225,Resort Hotel,63,2016,March,11,8,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Transient,34.73,0
226,City Hotel,28,2016,March,14,27,1,0,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,167.0,0
227,City Hotel,1,2015,September,39,20,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,89.0,,0,Transient,91.2,0
228,City Hotel,132,2017,July,27,7,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0
229,City Hotel,159,2016,August,32,3,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.05,0
230,City Hotel,100,2016,May,21,19,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,136.0,0
231,City Hotel,8,2016,November,45,5,0,1,2,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,359.0,,0,Transient-Party,130.0,0
232,City Hotel,219,2017,June,25,18,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0
233,City Hotel,70,2016,July,29,11,1,5,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,85.0,0
234,Resort Hotel,91,2015,July,28,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,73.8,0
235,City Hotel,59,2017,March,10,11,1,1,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,98.0,0
236,City Hotel,2,2016,January,2,6,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,40.0,0,Transient,75.0,0
237,City Hotel,396,2017,April,17,25,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0
238,City Hotel,96,2015,July,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0
239,City Hotel,133,2016,April,16,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,80.0,0
240,City Hotel,0,2016,March,11,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,180.0,0,Transient,75.0,1
241,City Hotel,352,2017,June,23,4,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,68.88,0
242,Resort Hotel,64,2015,August,33,14,2,5,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,229.0,0
243,Resort Hotel,335,2017,July,27,4,2,8,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,154.5,0
244,City Hotel,105,2015,November,48,27,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0
245,City Hotel,57,2016,June,24,10,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,75.33,0
246,City Hotel,60,2016,November,48,25,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0
247,City Hotel,37,2017,August,33,17,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0
248,Resort Hotel,0,2017,July,30,27,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,184.0,0
249,City Hotel,56,2017,March,12,24,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.2,0
250,City Hotel,152,2017,July,28,14,0,1,3,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,177.3,0
251,Resort Hotel,47,2016,July,31,28,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,243.32,0
252,Resort Hotel,55,2015,September,40,30,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,256.0,,0,Transient-Party,73.0,0
253,City Hotel,241,2017,March,10,9,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0
254,Resort Hotel,388,2017,May,21,25,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,96.0,,0,Transient-Party,72.0,0
255,City Hotel,90,2016,April,16,15,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,114.3,1
256,City Hotel,14,2017,March,10,6,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,80.24,0
257,City Hotel,29,2016,March,11,12,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.55,0
258,Resort Hotel,59,2016,July,30,23,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,180.0,0
259,City Hotel,34,2015,August,32,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
260,City Hotel,69,2017,April,14,7,0,2,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0
261,City Hotel,405,2017,July,27,4,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,91.5,0
262,City Hotel,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0
263,City Hotel,88,2017,June,24,17,0,1,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,204.3,0
264,City Hotel,127,2017,May,21,26,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,85.0,0
265,City Hotel,128,2016,August,33,11,0,3,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,0
266,Resort Hotel,6,2016,November,47,15,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,42.0,1
267,City Hotel,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0
268,City Hotel,60,2016,December,51,16,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0
269,City Hotel,101,2016,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,130.0,0
270,Resort Hotel,128,2015,August,34,19,1,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,1
271,Resort Hotel,32,2016,February,7,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,78.0,0
272,City Hotel,52,2017,March,10,7,0,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0
273,City Hotel,275,2016,October,41,5,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0
274,City Hotel,0,2016,February,9,23,0,2,3,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,136.0,0
275,City Hotel,1,2016,March,10,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0
276,Resort Hotel,19,2016,July,30,21,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,194.33,1
277,City Hotel,45,2015,October,43,20,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,94.5,0
278,City Hotel,47,2017,February,8,21,0,3,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,3,No Deposit,,,0,Transient-Party,65.0,0
279,Resort Hotel,231,2016,October,41,8,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,D,F,1,No Deposit,273.0,,0,Transient-Party,91.36,0
280,City Hotel,4,2016,January,3,10,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,82.0,0
281,City Hotel,22,2016,June,26,21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,108.57,0
282,City Hotel,17,2016,April,16,14,2,4,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.0,0
283,City Hotel,0,2016,August,32,1,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.0,0
284,Resort Hotel,10,2017,February,8,20,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,146.0,,0,Transient,32.0,0
285,City Hotel,44,2017,June,24,11,2,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0
286,Resort Hotel,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,E,1,No Deposit,,,0,Transient-Party,55.0,0
287,City Hotel,67,2016,February,7,13,2,1,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,48.51,0
288,City Hotel,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0
289,Resort Hotel,94,2015,July,29,16,0,2,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,115.5,1
290,Resort Hotel,252,2017,April,16,22,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No Deposit,273.0,,0,Transient-Party,76.8,0
291,City Hotel,8,2016,April,16,16,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,144.5,0
292,City Hotel,131,2016,July,28,7,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0
293,City Hotel,475,2016,October,44,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
294,Resort Hotel,207,2015,September,39,26,1,1,1,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,208.0,,0,Transient-Party,64.0,0
295,Resort Hotel,18,2016,October,42,11,0,1,1,0.0,0,BB,GBR,Direct,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,59.5,0
296,City Hotel,1,2016,February,10,29,1,2,1,0.0,0,BB,LBY,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,76.0,0
297,City Hotel,38,2016,December,49,2,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9.0,,0,Transient,77.86,0
298,City Hotel,314,2017,August,31,1,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,109.1,0
299,City Hotel,2,2016,April,17,20,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0
300,City Hotel,234,2017,June,23,8,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,89.1,0
301,City Hotel,3,2016,April,15,7,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,76.0,0
302,City Hotel,72,2016,March,12,14,1,2,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,104.4,0
303,Resort Hotel,1,2017,August,32,7,1,0,2,2.0,0,BB,MAR,Direct,TA/TO,1,0,0,C,C,0,No Deposit,,,0,Transient,245.0,0
304,City Hotel,9,2016,January,3,16,2,6,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,61.5,0
305,Resort Hotel,25,2017,February,8,24,1,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,65.83,0
306,Resort Hotel,69,2016,September,38,12,1,2,2,2.0,0,BB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,150.0,0
307,Resort Hotel,45,2015,July,27,2,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,117.81,0
308,City Hotel,1,2016,August,32,1,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.0,1
309,City Hotel,116,2017,June,25,18,2,2,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0
310,Resort Hotel,364,2016,October,42,12,1,4,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,60.0,0
311,City Hotel,226,2017,June,25,22,0,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0
312,City Hotel,142,2017,July,27,5,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,143.1,0
313,Resort Hotel,45,2015,December,49,5,2,1,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,68.0,0
314,City Hotel,76,2015,September,38,16,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,62.0,0
315,Resort Hotel,339,2016,October,42,11,2,5,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,Refundable,273.0,,150,Transient-Party,44.36,0
316,City Hotel,68,2016,July,31,24,2,1,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0
317,City Hotel,32,2016,July,28,7,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,2,D,D,0,No Deposit,9.0,,0,Transient,149.4,0
318,City Hotel,457,2017,August,34,25,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,6.0,,0,Transient-Party,95.5,0
319,City Hotel,346,2015,September,40,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0
